ERCC-00002,9033.212685
ERCC-00003,564.5757928
ERCC-00004,4516.606343
ERCC-00009,564.5757928
ERCC-00012,0.068917945
ERCC-00013,0.551343545
ERCC-00014,2.205374194
ERCC-00016,0.137835889
ERCC-00017,0.068917945
ERCC-00019,17.64299353
ERCC-00022,141.1439482
ERCC-00024,0.137835889
ERCC-00025,35.28598705
ERCC-00028,2.205374194
ERCC-00031,1.102687097
ERCC-00033,1.102687097
ERCC-00034,4.410748381
ERCC-00035,70.5719741
ERCC-00039,2.205374194
ERCC-00040,0.551343545
ERCC-00041,0.137835889
ERCC-00042,282.2878964
ERCC-00043,282.2878964
ERCC-00044,70.5719741
ERCC-00046,2258.303171
ERCC-00048,0.008614746
ERCC-00051,35.28598705
ERCC-00053,17.64299353
ERCC-00054,8.821496763
ERCC-00057,0.008614746
ERCC-00058,1.102687097
ERCC-00059,8.821496763
ERCC-00060,141.1439482
ERCC-00061,0.034458972
ERCC-00062,35.28598705
ERCC-00067,2.205374194
ERCC-00069,1.102687097
ERCC-00071,35.28598705
ERCC-00073,0.551343545
ERCC-00074,9033.212685
ERCC-00075,0.008614746
ERCC-00076,141.1439482
ERCC-00077,2.205374194
ERCC-00078,17.64299353
ERCC-00079,35.28598705
ERCC-00081,0.137835889
ERCC-00083,0.017229486
ERCC-00084,17.64299353
ERCC-00085,4.410748381
ERCC-00086,0.068917945
ERCC-00092,141.1439482
ERCC-00095,70.5719741
ERCC-00096,9033.212685
ERCC-00097,0.275671773
ERCC-00098,0.034458972
ERCC-00099,8.821496763
ERCC-00104,0.137835889
ERCC-00108,564.5757928
ERCC-00109,0.551343545
ERCC-00111,282.2878964
ERCC-00112,70.5719741
ERCC-00113,2258.303171
ERCC-00116,282.2878964
ERCC-00117,0.034458972
ERCC-00120,0.551343545
ERCC-00123,0.137835889
ERCC-00126,8.821496763
ERCC-00130,18066.42537
ERCC-00131,70.5719741
ERCC-00134,1.102687097
ERCC-00136,1129.151586
ERCC-00137,0.551343545
ERCC-00138,0.068917945
ERCC-00142,0.137835889
ERCC-00143,2.205374194
ERCC-00144,17.64299353
ERCC-00145,564.5757928
ERCC-00147,0.551343545
ERCC-00148,8.821496763
ERCC-00150,2.205374194
ERCC-00154,4.410748381
ERCC-00156,0.275671773
ERCC-00157,4.410748381
ERCC-00158,0.275671773
ERCC-00160,4.410748381
ERCC-00162,35.28598705
ERCC-00163,8.821496763
ERCC-00164,0.275671773
ERCC-00165,35.28598705
ERCC-00168,0.275671773
ERCC-00170,8.821496763
ERCC-00171,2258.303171
