3.185540499,0.3
3.430582076,0.288888889
4.165706806,0.266666667
4.900831535,0.311111111
5.635956265,0.322222222
6.371080995,0.366666667
6.861164149,0.388888889
7.351247302,0.466666667
7.841330456,0.488888889
9.311579917,0.511111111
10.78182938,0.555555556
11.76199569,0.622222222
12.74216199,0.644444444
13.7223283,0.666666667
16.66282722,0.666666667
19.60332614,0.711111111
22.54382506,0.744444444
25.48432398,0.811111111
27.4446566,0.811111111
29.40498921,0.844444444
31.36532182,0.866666667
37.24631966,0.866666667
43.12731751,0.911111111
47.04798273,0.955555556
50.96864796,0.955555556
54.88931319,0.955555556
