3.185540499,0.222222222
3.430582076,0.284722222
4.165706806,0.319444444
4.900831535,0.340277778
5.635956265,0.319444444
6.371080995,0.291666667
6.861164149,0.298611111
7.351247302,0.368055556
7.841330456,0.423611111
9.311579917,0.423611111
10.78182938,0.423611111
11.76199569,0.423611111
12.74216199,0.416666667
13.7223283,0.465277778
16.66282722,0.534722222
19.60332614,0.611111111
22.54382506,0.618055556
25.48432398,0.666666667
27.4446566,0.729166667
29.40498921,0.770833333
31.36532182,0.798611111
37.24631966,0.840277778
43.12731751,0.859375
47.04798273,0.883928571
50.96864796,0.864583333
54.88931319,0.875
